,Unnamed: 0,label,judul_clean,narasi_clean,stem_narasi,stem_judul,freq_tokens
3014,3014,1,foto raja salman mengangkat tandu jenazah korban crane,raja salman arab saudi membawa orangorang meningg crane bermalam makka yangh bahu tanah pemakaman,"['raja', 'salman', 'arab', 'saudi', 'membawa', 'orangorang', 'meningg', 'crane', 'bermalam', 'makka', 'yangh', 'bahu', 'tanah', 'pemakaman']","['foto', 'raja', 'salman', 'mengangkat', 'tandu', 'jenazah', 'korban', 'crane']",<FreqDist with 14 samples and 14 outcomes>
3015,3015,0,kbr merebaknya teori konspirasi disinformasi covid,septiaji eko nugroho ketua presidium mafindo wiku adisasmito jubir pemerintah penanganan covid imam prasodjo sosiolog,"['septiaji', 'eko', 'nugroho', 'ketua', 'presidium', 'mafindo', 'wiku', 'adisasmito', 'jubir', 'pemerintah', 'penanganan', 'covid', 'imam', 'prasodjo', 'sosiolog']","['kbr', 'merebaknya', 'teori', 'konspirasi', 'disinformasi', 'covid']",<FreqDist with 15 samples and 15 outcomes>
3016,3016,1,semboyan pesindo bekerdja bekerdja bekerdja semboyan pki,semboyan bekerdja bekerdja bekerdja semboyan pki foto majalah revolusion majalah resmi pesindo pemoeda sociali indonesia edisi hmmmm ya,"['semboyan', 'bekerdja', 'bekerdja', 'bekerdja', 'semboyan', 'pki', 'foto', 'majalah', 'revolusion', 'majalah', 'resmi', 'pesindo', 'pemoeda', 'sociali', 'indonesia', 'edisi', 'hmmmm', 'ya']","['semboyan', 'pesindo', 'bekerdja', 'bekerdja', 'bekerdja', 'semboyan', 'pki']",<FreqDist with 14 samples and 18 outcomes>
3017,3017,1,video detikdetik lahirnya anak kembar,wow amaz kuasa allah detik detik lahirnya anak kembar semoga belum anak segerakan amin bagikan biar tau keajaiban percaya,"['wow', 'amaz', 'kuasa', 'allah', 'detik', 'detik', 'lahirnya', 'anak', 'kembar', 'semoga', 'belum', 'anak', 'segerakan', 'amin', 'bagikan', 'biar', 'tau', 'keajaiban', 'percaya']","['video', 'detikdetik', 'lahirnya', 'anak', 'kembar']",<FreqDist with 17 samples and 19 outcomes>
3018,3018,1,kasir chandra karang dinyatakan posit covid,sekila info daro grup sebelah kasir chandra karang dinyatakan posit covid ya allahkasir yang yaapasti banyak konsumen juga yang sudah terpapar,"['sekila', 'info', 'daro', 'grup', 'sebelah', 'kasir', 'chandra', 'karang', 'dinyatakan', 'posit', 'covid', 'ya', 'allahkasir', 'yang', 'yaapasti', 'banyak', 'konsumen', 'juga', 'yang', 'sudah', 'terpapar']","['kasir', 'chandra', 'karang', 'dinyatakan', 'posit', 'covid']",<FreqDist with 20 samples and 21 outcomes>
3019,3019,1,setya novanto dibebaskan covid,papa setnov masuk penjara dibebasin vonisnya penjara bahagia banget ya koruptor hidupnya era jokowi,"['papa', 'setnov', 'masuk', 'penjara', 'dibebasin', 'vonisnya', 'penjara', 'bahagia', 'banget', 'ya', 'koruptor', 'hidupnya', 'era', 'jokowi']","['setya', 'novanto', 'dibebaskan', 'covid']",<FreqDist with 13 samples and 14 outcomes>
3020,3020,1,foto mayat mamak palsu jokowi kagak diterima bumi,mayat mamak palsu jokowi kagak diterima bumi pa dibenamin kubur nongol kepermukaan tanah mayat ikan sapu sapu ya semoga jokowi secepatnya menyusul beliau nerakabjahanam,"['mayat', 'mamak', 'palsu', 'jokowi', 'kagak', 'diterima', 'bumi', 'pa', 'dibenamin', 'kubur', 'nongol', 'kepermukaan', 'tanah', 'mayat', 'ikan', 'sapu', 'sapu', 'ya', 'semoga', 'jokowi', 'secepatnya', 'menyusul', 'beliau', 'nerakabjahanam']","['foto', 'mayat', 'mamak', 'palsu', 'jokowi', 'kagak', 'diterima', 'bumi']",<FreqDist with 21 samples and 24 outcomes>
3021,3021,1,death due tapi wrap ini bag,death due tapi wrap ini bag cant be bath onli you on the bag cant bring the bodi home the famili cant watch unless it buri di you still think thi is not seriou go hang out tonight go out go back tapi hometown go tapi travel,"['death', 'due', 'tapi', 'wrap', 'ini', 'bag', 'cant', 'be', 'bath', 'onli', 'you', 'on', 'the', 'bag', 'cant', 'bring', 'the', 'bodi', 'home', 'the', 'famili', 'cant', 'watch', 'unless', 'it', 'buri', 'di', 'you', 'still', 'think', 'thi', 'is', 'not', 'seriou', 'go', 'hang', 'out', 'tonight', 'go', 'out', 'go', 'back', 'tapi', 'hometown', 'go', 'tapi', 'travel']","['death', 'due', 'tapi', 'wrap', 'ini', 'bag']",<FreqDist with 35 samples and 47 outcomes>
3022,3022,1,mantap presiden vladimir putin menyebar hewan bua warganya rumah,mantap presiden vladimir putindengan menyebar hewan buassupaya warganya rumah negara hewan bua yang sebarmalah kodok cebong sebar,"['mantap', 'presiden', 'vladimir', 'putindengan', 'menyebar', 'hewan', 'buassupaya', 'warganya', 'rumah', 'negara', 'hewan', 'bua', 'yang', 'sebarmalah', 'kodok', 'cebong', 'sebar']","['mantap', 'presiden', 'vladimir', 'putin', 'menyebar', 'hewan', 'bua', 'warganya', 'rumah']",<FreqDist with 16 samples and 17 outcomes>
3023,3023,1,video donald trump wc lupa matikan mic,donald trump meninggalkan ruang rapat untuk buang hajat wc toilet microphon didasi lupa dimatikan shg bunyi pelepasan kentut beraknya masuk speaker ruangan rapat,"['donald', 'trump', 'meninggalkan', 'ruang', 'rapat', 'untuk', 'buang', 'hajat', 'wc', 'toilet', 'microphon', 'didasi', 'lupa', 'dimatikan', 'shg', 'bunyi', 'pelepasan', 'kentut', 'beraknya', 'masuk', 'speaker', 'ruangan', 'rapat']","['video', 'donald', 'trump', 'wc', 'lupa', 'matikan', 'mic']",<FreqDist with 22 samples and 23 outcomes>
3024,3024,1,lockdown perwilayah lockdown bali tanggal maret,lockdown perwilayah seriu hoaxtidak panik lockdown bali aks tutup bandara ngurah rai pelabuhan laut termin obyek wisata mall pasar tradision masyarakat rumah listrikpun mati kebijakan dilaksanakan jam tanggal maret,"['lockdown', 'perwilayah', 'seriu', 'hoaxtidak', 'panik', 'lockdown', 'bali', 'aks', 'tutup', 'bandara', 'ngurah', 'rai', 'pelabuhan', 'laut', 'termin', 'obyek', 'wisata', 'mall', 'pasar', 'tradision', 'masyarakat', 'rumah', 'listrikpun', 'mati', 'kebijakan', 'dilaksanakan', 'jam', 'tanggal', 'maret']","['lockdown', 'perwilayah', 'lockdown', 'bali', 'tanggal', 'maret']",<FreqDist with 28 samples and 29 outcomes>
3025,3025,0,pemkot depok batalkan acara olahraga,dibatalkan masukan sekelil penyebaran viru kota depok pasien kemaslahatan batalkan,"['dibatalkan', 'masukan', 'sekelil', 'penyebaran', 'viru', 'kota', 'depok', 'pasien', 'kemaslahatan', 'batalkan']","['pemkot', 'depok', 'batalkan', 'acara', 'olahraga']",<FreqDist with 10 samples and 10 outcomes>
3026,3026,1,bentuk viru corona diperbesar,lihat wabah viru corona diperbesar kali membasminya,"['lihat', 'wabah', 'viru', 'corona', 'diperbesar', 'kali', 'membasminya']","['bentuk', 'viru', 'corona', 'diperbesar']",<FreqDist with 7 samples and 7 outcomes>
3027,3027,1,viru corona mati suhu derajat terkena sinar matahari,menginformasikan tipe viru pneumonia koron tahan pana terbunuh suhu derajat minumlah air pana mencegah viru olahraga terinfeksi viru,"['menginformasikan', 'tipe', 'viru', 'pneumonia', 'koron', 'tahan', 'pana', 'terbunuh', 'suhu', 'derajat', 'minumlah', 'air', 'pana', 'mencegah', 'viru', 'olahraga', 'terinfeksi', 'viru']","['viru', 'corona', 'mati', 'suhu', 'derajat', 'terkena', 'sinar', 'matahari']",<FreqDist with 15 samples and 18 outcomes>
3028,3028,1,foto tim medi jepang wuhan,tim medi membantu tiongkok tim medi jepang wuhan,"['tim', 'medi', 'membantu', 'tiongkok', 'tim', 'medi', 'jepang', 'wuhan']","['foto', 'tim', 'medi', 'jepang', 'wuhan']",<FreqDist with 6 samples and 8 outcomes>
3029,3029,1,ayo makan tiku bakar gae,ayo makan tiku bakar gae unggah akun facebook akhi romi ali acitra minggu,"['ayo', 'makan', 'tiku', 'bakar', 'gae', 'unggah', 'akun', 'facebook', 'akhi', 'romi', 'ali', 'acitra', 'minggu']","['ayo', 'makan', 'tiku', 'bakar', 'gae']",<FreqDist with 13 samples and 13 outcomes>
3030,3030,1,dokumen negara diangkut kontain bertuliskan huruf cina,maksudnya ya dokumen negara ngangkut kontainernya bertuliskan huruf china pt kereta apinya berubah pt kereta api indonesia china,"['maksudnya', 'ya', 'dokumen', 'negara', 'ngangkut', 'kontainernya', 'bertuliskan', 'huruf', 'china', 'pt', 'kereta', 'apinya', 'berubah', 'pt', 'kereta', 'api', 'indonesia', 'china']","['dokumen', 'negara', 'diangkut', 'kontain', 'bertuliskan', 'huruf', 'cina']",<FreqDist with 15 samples and 18 outcomes>
3031,3031,1,disahkan uud lgbt,innalilahi wa inna ilaihi rajiun lgbt disahkan uud lgbt ppp pkb mendukung,"['innalilahi', 'wa', 'inna', 'ilaihi', 'rajiun', 'lgbt', 'disahkan', 'uud', 'lgbt', 'ppp', 'pkb', 'mendukung']","['disahkan', 'uud', 'lgbt']",<FreqDist with 11 samples and 12 outcomes>
3032,3032,1,dita indah sari anak dan aidit pki,sumatera utara waspada anak aidit nyaleg anak pki dita indah sari gerwani muda,"['sumatera', 'utara', 'waspada', 'anak', 'aidit', 'nyaleg', 'anak', 'pki', 'dita', 'indah', 'sari', 'gerwani', 'muda']","['dita', 'indah', 'sari', 'anak', 'dan', 'aidit', 'pki']",<FreqDist with 12 samples and 13 outcomes>
3033,3033,1,atiqah hasiholan diancam diperkosa ratna sarumpaet mengaku dianiaya,wa teman gue sudah telp ajudan pa penganiayaan cuman ratna ditekan pemerintah ancaman atika hasiholan dibunuh diperkosa ratna info ring valid,"['wa', 'teman', 'gue', 'sudah', 'telp', 'ajudan', 'pa', 'penganiayaan', 'cuman', 'ratna', 'ditekan', 'pemerintah', 'ancaman', 'atika', 'hasiholan', 'dibunuh', 'diperkosa', 'ratna', 'info', 'ring', 'valid']","['atiqah', 'hasiholan', 'diancam', 'diperkosa', 'ratna', 'sarumpaet', 'mengaku', 'dianiaya']",<FreqDist with 20 samples and 21 outcomes>
3034,3034,1,ular bertanduk,tanda kiamat ular yang bertanduk sayang ceritakan alquransemoga yang bagikan foto jauhkan marabahaya aminbagikan islam,"['tanda', 'kiamat', 'ular', 'yang', 'bertanduk', 'sayang', 'ceritakan', 'alquransemoga', 'yang', 'bagikan', 'foto', 'jauhkan', 'marabahaya', 'aminbagikan', 'islam']","['ular', 'bertanduk']",<FreqDist with 14 samples and 15 outcomes>
3035,3035,1,pesan berantai keripik jamur snack good mengandung narkoba golongan,hati kripik mengandung narkoba home made dicek bnn,"['hati', 'kripik', 'mengandung', 'narkoba', 'home', 'made', 'dicek', 'bnn']","['pesan', 'berantai', 'keripik', 'jamur', 'snack', 'good', 'mengandung', 'narkoba', 'golongan']",<FreqDist with 8 samples and 8 outcomes>
3036,3036,1,pembajakan akun aplikasi telegram pemulihan kunci,mengaktifkan verifikasi langkah telegram whatsapp fitur verifikasi langkah aplikasinya telegram,"['mengaktifkan', 'verifikasi', 'langkah', 'telegram', 'whatsapp', 'fitur', 'verifikasi', 'langkah', 'aplikasinya', 'telegram']","['pembajakan', 'akun', 'aplikasi', 'telegram', 'pemulihan', 'kunci']",<FreqDist with 7 samples and 10 outcomes>
3037,3037,1,betapa malang bangsa dikelola bandit,duh betapa malang bangsa dikelola bandit,"['duh', 'betapa', 'malang', 'bangsa', 'dikelola', 'bandit']","['betapa', 'malang', 'bangsa', 'dikelola', 'bandit']",<FreqDist with 6 samples and 6 outcomes>
3038,3038,0,menteri susi sediakan bu aksi,tirto langsung menghubungi susi menyewakan bu rombongan peserta aksi ciami pangandaran susi singkat,"['tirto', 'langsung', 'menghubungi', 'susi', 'menyewakan', 'bu', 'rombongan', 'peserta', 'aksi', 'ciami', 'pangandaran', 'susi', 'singkat']","['menteri', 'susi', 'sediakan', 'bu', 'aksi']",<FreqDist with 12 samples and 13 outcomes>
3039,3039,1,love saudaraku salib,love saudaraku salib berhatihatilah zaman now ingatkan saudara,"['love', 'saudaraku', 'salib', 'berhatihatilah', 'zaman', 'now', 'ingatkan', 'saudara']","['love', 'saudaraku', 'salib']",<FreqDist with 8 samples and 8 outcomes>
3040,3040,1,anak bermigrasi gurun suriah jordan,anak tahun bermigrasi gurun dari suriah jordanditemukan unhcr hanya bawa ta pakaian adiknya yang terbunuh suriah,"['anak', 'tahun', 'bermigrasi', 'gurun', 'dari', 'suriah', 'jordanditemukan', 'unhcr', 'hanya', 'bawa', 'ta', 'pakaian', 'adiknya', 'yang', 'terbunuh', 'suriah']","['anak', 'bermigrasi', 'gurun', 'suriah', 'jordan']",<FreqDist with 15 samples and 16 outcomes>
3041,3041,0,berminat anggota pki silakan daftarkan,berminat anggota pki silakan daftarkan anggota pki anggota,"['berminat', 'anggota', 'pki', 'silakan', 'daftarkan', 'anggota', 'pki', 'anggota']","['berminat', 'anggota', 'pki', 'silakan', 'daftarkan']",<FreqDist with 5 samples and 8 outcomes>
3042,3042,1,polisi israel mencekik anak palestina mati sabtu demonstrasi kedutaan amerika pindah yerusalem,polisi israel mencekik anak palestina mati sabtu demonstrasi kedutaan amerika pindah yerusalem anak lelaki bersalah membaca kalimat syahadat meningg usaha kelompok mengupload video you tube konsisten dihapu you tube googl face book silakan teruskan video viral mencapai media,"['polisi', 'israel', 'mencekik', 'anak', 'palestina', 'mati', 'sabtu', 'demonstrasi', 'kedutaan', 'amerika', 'pindah', 'yerusalem', 'anak', 'lelaki', 'bersalah', 'membaca', 'kalimat', 'syahadat', 'meningg', 'usaha', 'kelompok', 'mengupload', 'video', 'you', 'tube', 'konsisten', 'dihapu', 'you', 'tube', 'googl', 'face', 'book', 'silakan', 'teruskan', 'video', 'viral', 'mencapai', 'media']","['polisi', 'israel', 'mencekik', 'anak', 'palestina', 'mati', 'sabtu', 'demonstrasi', 'kedutaan', 'amerika', 'pindah', 'yerusalem']",<FreqDist with 34 samples and 38 outcomes>
3043,3043,0,ani baswedan penista agama remisi,ani baswedan penista agama remisi tolong kemenkumhan pikirkan baikbaik,"['ani', 'baswedan', 'penista', 'agama', 'remisi', 'tolong', 'kemenkumhan', 'pikirkan', 'baikbaik']","['ani', 'baswedan', 'penista', 'agama', 'remisi']",<FreqDist with 9 samples and 9 outcomes>
3044,3044,1,sandiaga uno ijinkan fpi razia natal,siapkah mati lawan mata tunggu unjuk tare hancurkan khilafah tegakkan nkri tegakkan pancasila kibarkan bendera merah putih,"['siapkah', 'mati', 'lawan', 'mata', 'tunggu', 'unjuk', 'tare', 'hancurkan', 'khilafah', 'tegakkan', 'nkri', 'tegakkan', 'pancasila', 'kibarkan', 'bendera', 'merah', 'putih']","['sandiaga', 'uno', 'ijinkan', 'fpi', 'razia', 'natal']",<FreqDist with 16 samples and 17 outcomes>
3045,3045,1,nama gubernur bali dicatut seminar pesona wisata halal,selamat malam krama bali menyayangkan beredarnya gambar klarifikasi satupun agenda keynot speaker pesona wisata halal menghimbau menyelenggrakan koreksi secepatnya menimbulkan kegaduhan masyarakat terimakasih,"['selamat', 'malam', 'krama', 'bali', 'menyayangkan', 'beredarnya', 'gambar', 'klarifikasi', 'satupun', 'agenda', 'keynot', 'speaker', 'pesona', 'wisata', 'halal', 'menghimbau', 'menyelenggrakan', 'koreksi', 'secepatnya', 'menimbulkan', 'kegaduhan', 'masyarakat', 'terimakasih']","['nama', 'gubernur', 'bali', 'dicatut', 'seminar', 'pesona', 'wisata', 'halal']",<FreqDist with 23 samples and 23 outcomes>
3046,3046,1,iriana kalung raja salman diserahkan kpk,kalung berlian pemberian raja salman iriana jokowi diserahkan kpk,"['kalung', 'berlian', 'pemberian', 'raja', 'salman', 'iriana', 'jokowi', 'diserahkan', 'kpk']","['iriana', 'kalung', 'raja', 'salman', 'diserahkan', 'kpk']",<FreqDist with 9 samples and 9 outcomes>
3047,3047,1,coca cola pepsi cola minuman arak,minum arak jeni sekila info anggota intel sholat dengan tugaskan menyamar seolaholah melayu kristen masuk vatican pendeta kristen gembira orang melayu masuk kristen ambil anak angkat ketua pendeta vatican vatican,"['minum', 'arak', 'jeni', 'sekila', 'info', 'anggota', 'intel', 'sholat', 'dengan', 'tugaskan', 'menyamar', 'seolaholah', 'melayu', 'kristen', 'masuk', 'vatican', 'pendeta', 'kristen', 'gembira', 'orang', 'melayu', 'masuk', 'kristen', 'ambil', 'anak', 'angkat', 'ketua', 'pendeta', 'vatican', 'vatican']","['coca', 'cola', 'pepsi', 'cola', 'minuman', 'arak']",<FreqDist with 23 samples and 30 outcomes>
3048,3048,0,audiensi masyrakat anti hoax kapolri,kapolri kemarin komunita masyarakat anti hoax beraudiensi beliau berterimakasih muncul jalan kekacauan timbul akibat penyebaran hoax medso kadang brutal,"['kapolri', 'kemarin', 'komunita', 'masyarakat', 'anti', 'hoax', 'beraudiensi', 'beliau', 'berterimakasih', 'muncul', 'jalan', 'kekacauan', 'timbul', 'akibat', 'penyebaran', 'hoax', 'medso', 'kadang', 'brutal']","['audiensi', 'masyrakat', 'anti', 'hoax', 'kapolri']",<FreqDist with 18 samples and 19 outcomes>
3049,3049,0,harga dage murah singapura dki jakarta,singapura peternakan sapi harga dage sapinya murah jakarta konyol tuh gubernur mengerti sandiaga umj tangerang selatan selasa,"['singapura', 'peternakan', 'sapi', 'harga', 'dage', 'sapinya', 'murah', 'jakarta', 'konyol', 'tuh', 'gubernur', 'mengerti', 'sandiaga', 'umj', 'tangerang', 'selatan', 'selasa']","['harga', 'dage', 'murah', 'singapura', 'dki', 'jakarta']",<FreqDist with 17 samples and 17 outcomes>
3050,3050,1,meme bertuliskan eiit sunat enggak nyalon gubernur diunggah akun facebook ani baswedan sandiaga uno,eiit sunat enggak nyalon gubernur,"['eiit', 'sunat', 'enggak', 'nyalon', 'gubernur']","['meme', 'bertuliskan', 'eiit', 'sunat', 'enggak', 'nyalon', 'gubernur', 'diunggah', 'akun', 'facebook', 'ani', 'baswedan', 'sandiaga', 'uno']",<FreqDist with 5 samples and 5 outcomes>
3051,3051,1,foto personil act meningg,mohon doanya meningg dunia saudara membawa dana bantuan obatan tim dokter barang indonesia suriah karena terkena bom semoga almarhum syahid allah terima amal ibadahnya ampuni dosanya istri anak ditinggalkan ketabahan kesabaran amin ya rab,"['mohon', 'doanya', 'meningg', 'dunia', 'saudara', 'membawa', 'dana', 'bantuan', 'obatan', 'tim', 'dokter', 'barang', 'indonesia', 'suriah', 'karena', 'terkena', 'bom', 'semoga', 'almarhum', 'syahid', 'allah', 'terima', 'amal', 'ibadahnya', 'ampuni', 'dosanya', 'istri', 'anak', 'ditinggalkan', 'ketabahan', 'kesabaran', 'amin', 'ya', 'rab']","['foto', 'personil', 'act', 'meningg']",<FreqDist with 34 samples and 34 outcomes>
3052,3052,1,tuga prabowo presiden jokowi bubarkan fpi basmi kadal gurun,prabowo tuga jokowi tuga pertamamu bubarkan fpi basmi kadal gurun prabowo,"['prabowo', 'tuga', 'jokowi', 'tuga', 'pertamamu', 'bubarkan', 'fpi', 'basmi', 'kadal', 'gurun', 'prabowo']","['tuga', 'prabowo', 'presiden', 'jokowi', 'bubarkan', 'fpi', 'basmi', 'kadal', 'gurun']",<FreqDist with 9 samples and 11 outcomes>
3053,3053,1,foto tanah longsor tol ungaran semarang menutup badan jalan,semarang tanah longsor tol ungaran semarang menutup badan jalan pengendara bawen kota semarang exit tol ungaran penanganan peristiwa sabtu malam hujan turun lokasi tepatnya kamu lajur ungaransemarang jalan langsung tertutup sepenuhnya,"['semarang', 'tanah', 'longsor', 'tol', 'ungaran', 'semarang', 'menutup', 'badan', 'jalan', 'pengendara', 'bawen', 'kota', 'semarang', 'exit', 'tol', 'ungaran', 'penanganan', 'peristiwa', 'sabtu', 'malam', 'hujan', 'turun', 'lokasi', 'tepatnya', 'kamu', 'lajur', 'ungaransemarang', 'jalan', 'langsung', 'tertutup', 'sepenuhnya']","['foto', 'tanah', 'longsor', 'tol', 'ungaran', 'semarang', 'menutup', 'badan', 'jalan']",<FreqDist with 26 samples and 31 outcomes>
3054,3054,1,info nya orang kabur dari kontrakan nya link lebak indah desa lebak gede,assalamualaikum warohmatullahi wabarokatuhinfo nya orang kabur dari kontrakan nya link lebak indah desa lebak gede sktr jm bakaran ikan linksawah lebak gede menantu saudara nya berhatikrn penyakit tidak kelurahan lebak gede zona merah semoga saudara selalu lindungi allah swt amin ya rabbalalamiin,"['assalamualaikum', 'warohmatullahi', 'wabarokatuhinfo', 'nya', 'orang', 'kabur', 'dari', 'kontrakan', 'nya', 'link', 'lebak', 'indah', 'desa', 'lebak', 'gede', 'sktr', 'jm', 'bakaran', 'ikan', 'linksawah', 'lebak', 'gede', 'menantu', 'saudara', 'nya', 'berhatikrn', 'penyakit', 'tidak', 'kelurahan', 'lebak', 'gede', 'zona', 'merah', 'semoga', 'saudara', 'selalu', 'lindungi', 'allah', 'swt', 'amin', 'ya', 'rabbalalamiin']","['info', 'nya', 'orang', 'kabur', 'dari', 'kontrakan', 'nya', 'link', 'lebak', 'indah', 'desa', 'lebak', 'gede']",<FreqDist with 34 samples and 42 outcomes>
